filename,LLM-decision,Reason
Tp_D_CRN_S_N_ani10116_sec00098_11616.jpg,Spliced,"Explanation: The image shows a group of chicks, but there is a bird in the lower right corner that appears out of place in terms of size, lighting, and focus compared to the rest of the chicks. This suggests that the bird was digitally added to the image, indicating manipulation."
Tp_D_CRN_S_N_ani10120_ani00100_11618.jpg,Spliced,"The rooster in the center of the image appears to have different lighting, sharpness, and color tones compared to the surrounding chicks and environment, indicating it was likely added to the image through digital manipulation."
Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,Authentic,"There is no clear evidence of manipulation or splicing in this image. The chicks and the ground appear natural, and there are no visible inconsistencies in lighting, shadows, or edges. The presence of a duckling among chicks may seem unusual, but it is not an indication of image manipulation."
Tp_D_CRN_S_N_ani10121_sec00098_11615.jpg,Spliced,"Explanation: The image shows a group of chicks, but there is also a goose (or duck) in the foreground that appears out of place in terms of size, lighting, and blending with the rest of the scene. This suggests that the image has been manipulated and the bird was spliced into the photo."
Tp_D_CRN_S_N_ani10151_ani10206_12489.jpg,Spliced,"The image appears to be manipulated. The ladybug on the leaf looks unnaturally placed and its lighting and sharpness do not match the rest of the image, indicating it was likely added digitally."
Tp_D_CRN_S_N_ani10158_ani10136_12481.jpg,Spliced,"Explanation: The image shows a cheetah lying on the ground, but there is an animal on the left side that appears to be unnaturally inserted into the scene. The lighting, focus, and blending of the animal do not match the rest of the image, indicating that it has been digitally added."
Tp_D_CRN_S_N_ani10182_ani10206_12423.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus are consistent across both the beetle and the butterfly, suggesting that they were both present when the photo was taken."
Tp_D_CRN_S_N_ani10184_ani10206_12421.jpg,Spliced,"The image shows a butterfly and a ladybug on the same leaf, but the lighting, shadows, and focus on the ladybug do not match the rest of the image. The ladybug appears to be artificially added, indicating the image has been manipulated."
Tp_D_CRN_S_N_ani10189_ani00058_12432.jpg,Spliced,"The image shows two birds flying, but the lighting, focus, and sharpness of the bird in the background (top right) do not match the rest of the image, indicating it was likely added from a different source. This suggests the image has been manipulated."
Tp_D_CRN_S_N_ani10191_ani10190_12437.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus are consistent throughout, and both birds appear naturally integrated into the scene."
Tp_D_CRN_S_N_ani10205_ani10206_12417.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus are consistent throughout, and both insects appear naturally integrated into the scene. The differences in size can be attributed to perspective or natural variation."
Tp_D_CRN_S_N_arc00059_art00049_11823.jpg,Spliced,"Explanation: The statue on top of the dome appears out of place and does not match the lighting, color, or texture of the surrounding architecture, indicating it was likely added to the image."
Tp_D_CRN_S_N_cha00036_art00053_11741.jpg,Spliced,"The woman's face and hair appear to be edited onto the body, as the lighting, color, and proportions do not match the rest of the image. This indicates manipulation."
Tp_D_CRN_S_N_cha00036_art00076_11740.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions all appear consistent and natural. The people and objects in the scene fit together seamlessly."
Tp_D_CRN_S_N_cha00053_art00014_11817.jpg,Spliced,"The image appears to be manipulated: the athlete's hair is an unnatural bright pink color with a yellow bow, which looks digitally added. The symbols on the hands (peace sign and heart) also appear to be edited onto the image."
Tp_D_CRN_S_N_cha00063_art00014_11818.jpg,Spliced,"The image appears to be manipulated, as the yellow bow on the woman's head looks digitally added and does not blend naturally with the rest of the photo. The lighting and edges of the bow do not match the rest of the scene."
Tp_D_CRN_S_N_cha00067_art00014_11821.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions of the people appear consistent and natural."
Tp_D_CRN_S_N_cha00071_art00014_11819.jpg,Authentic
Tp_D_CRN_S_N_cha00071_art00092_11783.jpg,Authentic
Tp_D_CRN_S_N_cha00075_cha00086_10868.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and proportions of the people appear natural and consistent with the scene."
Tp_D_CRN_S_N_cha10122_nat10123_12168.jpg,Authentic,"The image shows a person in traditional attire, possibly for a cultural or religious ceremony. The costume and mask are elaborate, but there are no obvious signs of digital manipulation or splicing. The lighting, shadows, and overall composition appear consistent and natural."
Tp_D_CRN_S_N_cha10130_art00092_12187.jpg,Authentic,"There are no obvious signs of manipulation or splicing in this image. The lighting, shadows, and proportions all appear natural and consistent throughout the scene."
Tp_D_CRN_S_N_cha10142_cha00086_12235.jpg,Spliced,"Explanation: The proportions of the child compared to the adult are unusual, suggesting that the child's head or body may have been manipulated or spliced into the image. The lighting and shadows also do not match perfectly between the two figures."
Tp_D_CRN_S_N_cha10149_cha10148_12225.jpg,Spliced,"The face of the person in the center appears to be edited onto the body. The skin tone, lighting, and blending around the face do not match the rest of the image, indicating manipulation."
Tp_D_CRN_S_N_cha10150_cha00040_12221.jpg,Spliced,"The face of the person in the foreground appears to be unnaturally blended and mismatched in color and sharpness compared to the rest of the body, indicating that it has been manipulated or replaced."
Tp_D_CRN_S_N_cha10159_cha00086_12329.jpg,Spliced,"Explanation: The child in the foreground appears to be unnaturally small compared to the other people in the image, and the lighting and shadows do not match the rest of the scene. This suggests that the child was digitally inserted into the photo, indicating manipulation."
Tp_D_CRN_S_N_cha10168_cha10166_12300.jpg,Authentic
Tp_D_CRN_S_N_cha10169_cha10171_12290.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and perspective are consistent throughout the scene, and both the car and the ox cart appear naturally integrated into the rural landscape."
Tp_D_CRN_S_N_cha10186_cha00086_12312.jpg,Spliced,"Explanation: The child in the image appears to be out of proportion compared to the surroundings and the other person, suggesting that the child was added into the scene from a different image. The lighting and shadows on the child also do not match the rest of the image, further indicating manipulation."
Tp_D_CRN_S_N_cha10188_cha00086_12306.jpg,Spliced,"Explanation: The child on the right side of the image appears to be out of proportion and does not blend naturally with the rest of the scene, indicating that the image has been manipulated. The lighting and shadows on the child do not match the environment, further suggesting splicing."
Tp_D_CRN_S_N_cha10208_cha10207_12342.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions of the people and objects all appear natural and consistent."
Tp_D_CRN_S_N_nat00033_cha00086_11502.jpg,Spliced,"The lighting, shadows, and edges around the child do not match the background, indicating that the child was added to the scene from a different image."
Tp_D_CRN_S_N_nat10113_ani00070_11482.jpg,Spliced,"The eagle in the image appears to be unnaturally placed and does not blend well with the background, indicating that it was added to the photo. The lighting and focus on the eagle do not match the rest of the scene, which is a common sign of image manipulation."
Tp_D_CRN_S_N_nat10128_ani00070_11539.jpg,Spliced,"The eagle in the sky appears to be unnaturally sharp and does not blend well with the background, suggesting it was added to the image of the landscape. The lighting and focus on the eagle do not match the rest of the scene, which is a common sign of image manipulation."
Tp_D_CRN_S_N_nat10129_ani00100_11644.jpg,Spliced,"Explanation: The chicken in the image appears to be unnaturally placed in the scene. The lighting and shadows on the chicken do not match the surrounding environment, and its edges look inconsistent with the rest of the image, indicating it was added from a different source."
Tp_D_CRN_S_N_nat10145_ani00022_11986.jpg,Spliced,"The cow in the lower right corner appears to be unnaturally placed in the image. The lighting, focus, and edges around the cow do not match the rest of the scene, indicating that it has been added to the photo."
Tp_D_CRN_S_N_nat10145_ani00037_11983.jpg,Spliced,"The image appears to be manipulated. The tiger looks unnaturally placed in the field, with lighting and shadow that do not match the rest of the scene. Tigers are also not typically found in such open, fenced pastures, which further suggests the image has been edited."
Tp_D_CRN_S_N_nat10145_ani00099_11990.jpg,Spliced,"Explanation: The two monkeys in the lower left corner appear to be unnaturally placed in the image. Their lighting, sharpness, and edges do not match the rest of the scene, indicating that they were added to the photo using image editing software."
Tp_D_CRN_S_N_nat10156_ani00037_12017.jpg,Spliced,"The image appears to be manipulated. The tiger does not blend naturally with the lighting, shadows, and overall environment of the grassy field and tree. The edges around the tiger look unnaturally sharp compared to the rest of the image, indicating it was likely added from a different source."
Tp_D_CRN_S_N_nat10156_ani00099_12024.jpg,Spliced,"Explanation: The image shows a landscape with a tree and what appears to be an unusual, out-of-place object or creature at the base of the tree. The lighting, color, and blending of this object do not match the rest of the scene, indicating that it has been digitally inserted into the image."
Tp_D_CRN_S_N_nat10159_ani00005_12053.jpg,Spliced,"The image shows a landscape with a tree and a field, but there is an object in the sky that appears to be a fish, which is not natural in this context. The fish has been digitally added to the sky, making the image manipulated."
Tp_D_CRN_S_N_nat10159_ani00037_12060.jpg,Spliced,"The image appears to be manipulated. The tiger looks out of place in the landscape, with lighting and shadow that do not match the rest of the scene. The edges around the tiger are also unnaturally sharp compared to the softer focus of the background, indicating that the tiger was likely added to the image."
Tp_D_CRN_S_N_nat10159_ani00097_12063.jpg,Spliced,"The sheep appears to be unnaturally placed in the image. Its lighting, sharpness, and shadow do not match the rest of the scene, indicating that it was added to the photo separately."
Tp_D_CRN_S_N_nat10164_ani00005_12093.jpg,Spliced,"The bird in the sky appears to be unnaturally sharp and does not blend well with the rest of the image, suggesting it was added later. The lighting and focus on the bird do not match the background, which is a common sign of image manipulation."
Tp_D_CRN_S_N_nat10169_ani00097_12111.jpg,Spliced,"The image shows a sheep standing on a golf course, which is unusual and unlikely in a real scenario. Additionally, the lighting and shadow of the sheep do not perfectly match the rest of the scene, indicating that the sheep was digitally added to the image."
Tp_D_CRN_S_N_sec00014_cha00086_11402.jpg,Spliced,"The child in the foreground appears to be out of proportion and lighting compared to the background, indicating that the image has been manipulated."
Tp_D_CRN_S_N_sec00040_cha00086_11406.jpg,Spliced,"The child in the foreground appears to be unnaturally placed in the scene. The lighting, shadows, and focus on the child do not match the rest of the image, indicating that the image has been manipulated."
Tp_D_CRN_S_O_ani10103_ani10111_10636.jpg,Spliced,"The cat's face appears to be edited onto the body, with mismatched lighting, color, and blending, indicating manipulation."
Tp_D_CRN_S_O_nat10159_ani00024_12062.jpg,Spliced,"The image appears to be manipulated. The lighting, shadows, and scale of the reindeer do not match the rest of the scene, making it look out of place and suggesting it was added to the landscape photo."
Tp_D_NND_M_B_cha00094_cha00095_11445.jpg,Authentic,"There are no obvious signs of manipulation or splicing in this image. The lighting, shadows, and focus appear consistent across the entire scene, and the interaction between the subjects and their environment looks natural."
Tp_D_NND_S_N_cha10144_cha10146_12230.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and perspectives are consistent throughout, and all elements appear naturally integrated. The scene looks like a typical street in an old town, with people walking and standing on the steps."
Tp_D_NNN_M_B_arc00054_nat10136_11920.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus appear consistent throughout the scene, and the elements (ruins, grass, sky) blend naturally."
Tp_D_NNN_M_B_art00052_arc00023_11851.jpg,Spliced,"The image appears to be manipulated. The large ornate wheel in the foreground does not match the lighting, color tone, or style of the background, which looks like an ancient ruin. The elements seem to be from different cultural or historical contexts, suggesting that the image has been spliced together from separate sources."
Tp_D_NNN_M_B_cha10198_nat10160_12364.jpg,Spliced,"Explanation: The sky in the background appears unnaturally bright and clear, with a sharp edge where it meets the buildings and trees, suggesting it was digitally inserted. The lighting and color tone of the sky do not match the rest of the scene, indicating manipulation."
Tp_D_NNN_M_B_nat10128_ani00058_11541.jpg,Authentic,"There are no obvious signs of manipulation in this image. The landscape, water, and sky all appear natural and consistent with a typical outdoor scene."
Tp_D_NNN_M_N_ani00019_nat00059_11864.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus appear consistent throughout, and the iguanas naturally fit into their environment."
Tp_D_NNN_M_N_ani00019_nat00095_11863.jpg,Authentic,"This image appears to show two iguanas on rocks in a natural setting. There are no visible signs of manipulation or splicing; the lighting, shadows, and focus are consistent throughout the image."
Tp_D_NNN_M_N_ani00019_nat10122_11865.jpg,Authentic,"This image appears to be an unedited photograph of iguanas on rocks. There are no visible signs of manipulation or splicing. The lighting, shadows, and focus are consistent throughout the image."
Tp_D_NNN_M_N_ani00051_ani00054_11131.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and focus are consistent throughout, and the animals appear naturally integrated into the environment."
Tp_D_NNN_M_N_ani00086_nat00059_11126.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and focus are consistent throughout, and the animals appear naturally integrated into the landscape."
Tp_D_NNN_M_N_arc00008_cha00050_11769.jpg,Spliced,"The lighting, focus, and edges around the woman do not match the background, indicating that the image has been manipulated to place her in front of the building."
Tp_D_NNN_M_N_arc00008_cha00070_11767.jpg,Spliced,"The lighting and sharpness of the person in the foreground do not match the background, indicating that the image has been manipulated to place the person in front of the building."
Tp_D_NNN_M_N_arc00008_nat00059_11772.jpg,Authentic,"This image appears to be an unedited photograph of a classical building with statues in front. There are no visible signs of manipulation or splicing. The lighting, shadows, and perspective are consistent throughout the image."
Tp_D_NNN_M_N_arc00054_nat00059_11934.jpg,Authentic,"There are no obvious signs of manipulation in this image. The lighting, shadows, and edges all appear consistent and natural. The scene looks like a typical photograph of ancient ruins under a partly cloudy sky."
Tp_D_NNN_M_N_arc00065_nat00095_11455.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and reflections on the water all appear consistent and natural. The elements in the image fit together seamlessly."
Tp_D_NNN_M_N_arc00065_nat00097_11453.jpg,Authentic
Tp_D_NNN_M_N_arc00065_nat10124_11454.jpg,Authentic,"This image appears to be unedited and shows a natural scene of a large historic building or palace by the water with a boat in the foreground. There are no obvious signs of manipulation or splicing. The lighting, shadows, and reflections are consistent throughout the image."
Tp_D_NNN_M_N_arc00069_nat00097_11207.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and perspective all appear consistent and natural."
Tp_D_NNN_M_N_arc00096_nat00059_11799.jpg,Authentic
Tp_D_NNN_M_N_arc10115_arc10117_10763.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and elements all appear consistent and natural."
Tp_D_NNN_M_N_arc10120_nat10156_12144.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The elements such as the house, trees, and mountain appear naturally integrated with consistent lighting and shadows."
Tp_D_NNN_M_N_art00049_cha00026_11789.jpg,Spliced,"The lighting, focus, and color tone of the woman do not match the stone statues and background, indicating that the image has been manipulated to insert the woman into the scene."
Tp_D_NNN_M_N_art00049_cha00070_11790.jpg,Authentic,"There are no visible signs of manipulation or splicing in this image. The lighting, shadows, and proportions all appear natural and consistent. The person and the statues are integrated seamlessly into the scene."
Tp_D_NNN_M_N_art00052_arc00024_11852.jpg,Spliced,"The image shows a large ornate wheel, likely of Buddhist origin, placed in front of ancient ruins that resemble Egyptian or Middle Eastern architecture. The lighting, color tones, and sharpness of the wheel do not match the background, indicating that the wheel has been digitally inserted into the scene. This combination of elements from different cultures and time periods further suggests manipulation."
Tp_D_NNN_M_N_art00099_cha00050_11760.jpg,Spliced,"The lighting, focus, and edges around the woman do not match the background, indicating that she was added to the image separately. This suggests the image has been manipulated."
Tp_D_NNN_M_N_art10115_cha00070_11525.jpg,Spliced,"The lighting and focus on the person do not match the background, and there is a visible outline around the person, indicating that the image has been manipulated to place the person in front of the tunnel."
