filename,LLM-decision,Reason
Tp_D_CRN_M_N_ani10119_ani00100_11641.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the chicken in the foreground, which appears to be unnaturally blended and does not match the focus or lighting of the rest of the image. This suggests that the image has been Spliced,."
Tp_D_CRN_M_N_ani10120_ani00100_11639.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the central chicken, which appears to be unnaturally floating above the ground and does not blend seamlessly with the rest of the scene. This suggests that the image has been Spliced,."
Tp_D_CRN_M_N_ani10120_sec00098_11632.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the person in the lower right corner, whose appearance and edges do not blend naturally with the rest of the scene. This suggests that the image has been Spliced,."
Tp_D_CRN_M_N_ani10144_nat10139_12474.jpg,Spliced,"The image appears to be manipulated. The bird on the right has the body of a bird but the head of a different animal, possibly a mammal, which is not natural. This indicates that the image has been Spliced,."
Tp_D_CRN_M_N_arc00008_nat10122_11773.jpg,Authentic,"The image does not show any obvious signs of splicing or manipulation. The lighting, shadows, and architectural features appear consistent and natural."
Tp_D_CRN_M_N_arc00054_cha00085_11922.jpg,Spliced,"The image shows clear signs of manipulation, particularly where the grass meets the ruins. The color and texture of the grass do not blend naturally with the rest of the scene, indicating that the image has been Spliced,."
Tp_D_CRN_M_N_art00067_ani00093_11801.jpg,Spliced,
Tp_D_CRN_M_N_art00067_ani00095_11803.jpg,Spliced,
Tp_D_CRN_M_N_art00067_ani00096_11802.jpg,Spliced,
Tp_D_CRN_M_N_art10107_cha10112_11582.jpg,Spliced,
Tp_D_CRN_M_N_art10112_cha00086_11672.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the child, who appears to be unnaturally integrated into the scene. The lighting and shadows on the child do not match the rest of the environment, indicating that the image has been Spliced,."
Tp_D_CRN_M_N_art10113_cha00067_11650.jpg,Spliced,
Tp_D_CRN_M_N_art10115_cha00086_11526.jpg,Spliced,
Tp_D_CRN_M_N_cha00035_cha00040_11732.jpg,Spliced,
Tp_D_CRN_M_N_cha00050_cha00026_11787.jpg,Spliced,
Tp_D_CRN_M_N_cha00060_cha00040_11678.jpg,Spliced,
Tp_D_CRN_M_N_cha00062_cha00040_11020.jpg,Spliced,"The image shows clear signs of manipulation, such as mismatched lighting, shadows, and proportions between the people, indicating that elements from different photos have been combined."
Tp_D_CRN_M_N_cha10108_cha00027_11666.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the person on the left who appears unnaturally placed and disproportionate compared to the surroundings. This suggests the image has been Spliced,."
Tp_D_CRN_M_N_cha10108_cha00040_11665.jpg,Authentic,
Tp_D_CRN_M_N_cha10137_art00021_12210.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the boat and the people in the background. The lighting, focus, and scale between the foreground and background elements do not match naturally, indicating that the image has been Spliced,."
Tp_D_CRN_M_N_cha10162_nat10123_12253.jpg,Spliced,"The lighting and shadows on the people and objects in the foreground do not match the brightness and color tone of the sky in the background, indicating that the image has likely been manipulated. The sky appears unusually bright and smooth compared to the rest of the scene, which is a common sign of splicing."
Tp_D_CRN_M_N_cha10166_nat10123_12273.jpg,Spliced,
Tp_D_CRN_M_N_cha10198_nat10123_12362.jpg,Spliced,
Tp_D_CRN_M_N_cha10198_nat10160_12365.jpg,Spliced,"The image shows clear signs of manipulation, particularly in the sky area, which appears unnaturally bright and inconsistent with the lighting and shadows on the people and buildings. The edges around the bull statue and some people also suggest compositing from different sources."
Tp_D_CRN_M_N_nat10116_cha00026_11674.jpg,Spliced,"The image shows clear signs of manipulation, as the lighting and focus on the woman do not match the background scenery, indicating that the two elements were combined from different sources."
Tp_D_CRN_M_N_nat10129_cha00086_11522.jpg,Spliced,
Tp_D_CRN_M_N_nat10130_cha00086_11523.jpg,Spliced,"The image shows clear signs of manipulation, such as inconsistent lighting and shadows around the child, and unnatural blending with the background, indicating that the child has been Spliced, into the scene."
Tp_D_CRN_M_N_nat10156_ani00001_12021.jpg,Spliced,
Tp_D_CRN_M_N_nat10159_ani00021_12058.jpg,Spliced,
Tp_D_CRN_M_N_sec00015_cha00086_11400.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the child, who appears to be unnaturally placed in the scene. The lighting, shadows, and edges around the child do not match the rest of the image, indicating that the image has been Spliced,."
Tp_D_CRN_M_O_nat00013_ani00070_11413.jpg,Spliced,
Tp_D_CRN_M_O_nat10159_ani00001_12057.jpg,Spliced,
Tp_D_CRN_S_B_nat00030_arc00029_20104.jpg,Spliced,
Tp_D_CRN_S_B_nat10153_ani00001_12136.jpg,Spliced,
Tp_D_CRN_S_N_ani00019_ani00055_11862.jpg,Spliced,"The image shows a group of marine iguanas, but there is also a salamander-like creature with bright yellow spots in the foreground that does not naturally belong in this environment. This suggests the image has been manipulated or Spliced,."
Tp_D_CRN_S_N_ani00050_ani00019_11856.jpg,Spliced,"The image shows clear signs of manipulation, particularly where the snake's body meets the animal in the lower right corner. The textures and lighting do not match seamlessly, indicating that elements from different images have been combined."
Tp_D_CRN_S_N_ani00054_ani00019_11859.jpg,Spliced,"The image shows a small dinosaur-like creature placed on top of a photo of a snake in a natural setting. The dinosaur figure does not match the lighting, shadows, or texture of the rest of the image, indicating that it has been digitally inserted or Spliced, into the scene."
Tp_D_CRN_S_N_ani00055_ani00019_11860.jpg,Spliced,
Tp_D_CRN_S_N_ani10116_sec00098_11616.jpg,Spliced,
Tp_D_CRN_S_N_ani10120_ani00100_11618.jpg,Spliced,
Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,Spliced,
Tp_D_CRN_S_N_ani10121_sec00098_11615.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the bird in the foreground, which appears to have an unnatural blend of features, suggesting it has been digitally altered or Spliced, into the scene."
Tp_D_CRN_S_N_ani10151_ani10206_12489.jpg,Spliced,
Tp_D_CRN_S_N_ani10158_ani10136_12481.jpg,Spliced,"The image has been manipulated. The animal on the left (a sheep or similar animal) has been inserted into the image of the cheetahs, and its appearance and lighting do not match the rest of the scene."
Tp_D_CRN_S_N_ani10182_ani10206_12423.jpg,Authentic,"There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and focus are consistent across both the beetle and the butterfly, indicating that the image is likely original."
Tp_D_CRN_S_N_ani10184_ani10206_12421.jpg,Spliced,
Tp_D_CRN_S_N_ani10189_ani00058_12432.jpg,Spliced,"The image shows clear signs of manipulation, as the bird in the background appears to be unnaturally inserted and does not match the lighting, focus, or scale of the main bird in the foreground."
Tp_D_CRN_S_N_ani10191_ani10190_12437.jpg,Spliced,
Tp_D_CRN_S_N_ani10205_ani10206_12417.jpg,Spliced,
Tp_D_CRN_S_N_arc00059_art00049_11823.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the statue in the background, which appears out of place and inconsistent with the lighting and texture of the surrounding architecture."
Tp_D_CRN_S_N_cha00036_art00053_11741.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the face and hair of the woman, which do not match the lighting, color, and resolution of the rest of the image. This indicates that the image has been Spliced,."
Tp_D_CRN_S_N_cha00036_art00076_11740.jpg,Spliced,"The image appears to be manipulated. The woman's arm and the fish she is holding look unnatural and inconsistent with the rest of the scene, indicating that elements have been Spliced, together."
Tp_D_CRN_S_N_cha00053_art00014_11817.jpg,Spliced,
Tp_D_CRN_S_N_cha00063_art00014_11818.jpg,Spliced,"The image appears to be manipulated, as the yellow bow on the person's head looks digitally added and does not blend naturally with the rest of the photo."
Tp_D_CRN_S_N_cha00067_art00014_11821.jpg,Spliced,
Tp_D_CRN_S_N_cha00071_art00014_11819.jpg,Authentic,
Tp_D_CRN_S_N_cha00071_art00092_11783.jpg,Authentic,
Tp_D_CRN_S_N_cha00075_cha00086_10868.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the child in the foreground. The lighting, focus, and edges around the child do not match the rest of the scene, indicating that the child was likely added to the image separately."
Tp_D_CRN_S_N_cha10122_nat10123_12168.jpg,Authentic,"The image appears to be authentic, showing a person in traditional attire standing in front of a building. There are no visible signs of splicing or digital manipulation. The lighting, shadows, and proportions are consistent throughout the image."
Tp_D_CRN_S_N_cha10130_art00092_12187.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the cow in the background, which appears to be unnaturally placed and does not blend seamlessly with the rest of the scene. This suggests that the image has been Spliced,."
Tp_D_CRN_S_N_cha10142_cha00086_12235.jpg,Spliced,"The image appears to be manipulated. The proportions of the child are unusual, particularly the head, which seems disproportionately large compared to the body, suggesting that the image has been Spliced, or edited."
Tp_D_CRN_S_N_cha10149_cha10148_12225.jpg,Spliced,"The face of the person in the center appears to have been digitally altered or replaced, indicating manipulation."
Tp_D_CRN_S_N_cha10150_cha00040_12221.jpg,Spliced,"The face of the person in the foreground appears to be unnaturally blended and does not match the rest of the image in terms of lighting, focus, and clarity, indicating manipulation."
Tp_D_CRN_S_N_cha10159_cha00086_12329.jpg,Spliced,"The image has been manipulated. The child in the foreground appears to be unnaturally placed and does not blend seamlessly with the rest of the scene, indicating splicing. The lighting, shadows, and proportions do not match the surrounding environment."
Tp_D_CRN_S_N_cha10168_cha10166_12300.jpg,Authentic,
Tp_D_CRN_S_N_cha10169_cha10171_12290.jpg,Authentic,
Tp_D_CRN_S_N_cha10186_cha00086_12312.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the child, who appears to be unnaturally placed in the scene. The lighting, shadows, and edges around the child do not match the rest of the image, indicating that the photo has been Spliced,."
Tp_D_CRN_S_N_cha10188_cha00086_12306.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the child on the right side. The lighting, shadows, and edges around the child do not match the rest of the scene, indicating that the child was added to the image from a different source."
Tp_D_CRN_S_N_cha10208_cha10207_12342.jpg,Authentic,
Tp_D_CRN_S_N_nat00033_cha00086_11502.jpg,Spliced,"The image shows clear signs of manipulation, such as inconsistent lighting and shadows around the child, and the edges around the child do not blend naturally with the background."
Tp_D_CRN_S_N_nat10113_ani00070_11482.jpg,Spliced,
Tp_D_CRN_S_N_nat10128_ani00070_11539.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the eagle, which appears to be unnaturally placed and does not blend seamlessly with the background in terms of lighting and focus."
Tp_D_CRN_S_N_nat10129_ani00100_11644.jpg,Spliced,
Tp_D_CRN_S_N_nat10145_ani00022_11986.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the animal in the foreground. The lighting, edges, and blending of the animal do not match the rest of the scene, indicating it has been added to the image."
Tp_D_CRN_S_N_nat10145_ani00037_11983.jpg,Spliced,"The image appears to be manipulated. The tiger does not blend naturally with the lighting, shadows, and scale of the background, indicating that it was added to the scene."
Tp_D_CRN_S_N_nat10145_ani00099_11990.jpg,Spliced,"The image shows monkeys in the lower left corner that appear to be artificially added to the scene. The lighting, sharpness, and blending of the monkeys do not match the rest of the landscape, indicating manipulation."
Tp_D_CRN_S_N_nat10156_ani00037_12017.jpg,Spliced,"The image appears to be manipulated. The tiger does not blend naturally with the lighting, shadows, and overall environment of the landscape, indicating that it was added to the scene."
Tp_D_CRN_S_N_nat10156_ani00099_12024.jpg,Spliced,"The image shows a landscape with a tree, but there is an unusual, unnatural object or figure at the base of the tree that appears to be digitally inserted. The lighting, color, and blending do not match the rest of the scene, indicating manipulation."
Tp_D_CRN_S_N_nat10159_ani00005_12053.jpg,Spliced,
Tp_D_CRN_S_N_nat10159_ani00037_12060.jpg,Spliced,
Tp_D_CRN_S_N_nat10159_ani00097_12063.jpg,Spliced,
Tp_D_CRN_S_N_nat10164_ani00005_12093.jpg,Spliced,
Tp_D_CRN_S_N_nat10169_ani00097_12111.jpg,Spliced,"The image shows a sheep on a golf course, which is unusual and the lighting and shadows on the sheep do not match the rest of the scene, indicating that the image has been manipulated."
Tp_D_CRN_S_N_sec00014_cha00086_11402.jpg,Spliced,"The image appears to be manipulated. The child in the foreground does not blend naturally with the lighting, shadows, and focus of the background, indicating that the image has been Spliced,."
Tp_D_CRN_S_N_sec00040_cha00086_11406.jpg,Spliced,"The image shows clear signs of manipulation. The child in the foreground appears to be unnaturally placed onto the scene, with lighting, shadows, and focus that do not match the rest of the image. This suggests that the image has been Spliced,."
Tp_D_CRN_S_O_ani10103_ani10111_10636.jpg,Spliced,
Tp_D_CRN_S_O_nat10159_ani00024_12062.jpg,Spliced,"The image appears to be manipulated. The animal (a reindeer or caribou) does not blend naturally with the lighting, shadows, and scale of the landscape, indicating that it has been added to the scene."
Tp_D_NND_M_B_cha00094_cha00095_11445.jpg,Spliced,"The image shows signs of manipulation, such as inconsistent lighting and shadows on the two individuals, suggesting that they may have been combined from different photos. The blending around the person on the left also appears unnatural compared to the background."
Tp_D_NND_S_N_cha10144_cha10146_12230.jpg,Authentic,
Tp_D_NNN_M_B_arc00054_nat10136_11920.jpg,Spliced,"The image shows clear signs of manipulation, particularly where the green field meets the ruins. The colors and textures do not blend naturally, indicating that elements from different images have been combined."
Tp_D_NNN_M_B_art00052_arc00023_11851.jpg,Spliced,
Tp_D_NNN_M_B_cha10198_nat10160_12364.jpg,Spliced,"The image shows clear signs of manipulation, particularly in the sky area behind the bull statue, where the transition between the buildings and the sky appears unnatural and inconsistent with the lighting and reflections in the rest of the scene. This suggests that elements from different images have been combined."
Tp_D_NNN_M_B_nat10128_ani00058_11541.jpg,Spliced,"The image shows clear signs of manipulation, particularly where the sky meets the mountains. The edge appears unnaturally sharp and the color of the sky is unusually uniform, which are common indicators of splicing or digital editing."
Tp_D_NNN_M_N_ani00019_nat00059_11864.jpg,Spliced,
Tp_D_NNN_M_N_ani00019_nat00095_11863.jpg,Authentic,
Tp_D_NNN_M_N_ani00019_nat10122_11865.jpg,Spliced,
Tp_D_NNN_M_N_ani00051_ani00054_11131.jpg,Spliced,"The image shows clear signs of manipulation, particularly where the head of the lizard and the body do not match naturally, and the lower part of the image contains an unnatural combination of animal features. This suggests the image has been Spliced,."
Tp_D_NNN_M_N_ani00086_nat00059_11126.jpg,Authentic
Tp_D_NNN_M_N_arc00008_cha00050_11769.jpg,Spliced,"The image shows clear signs of manipulation, such as mismatched lighting and shadows between the person and the background, as well as visible edges around the person, indicating that the person was added to the background."
Tp_D_NNN_M_N_arc00008_cha00070_11767.jpg,Spliced,"The lighting, focus, and edges around the person do not match the background, indicating that the image has been manipulated."
Tp_D_NNN_M_N_arc00008_nat00059_11772.jpg,Authentic
Tp_D_NNN_M_N_arc00054_nat00059_11934.jpg,Spliced,
Tp_D_NNN_M_N_arc00065_nat00095_11455.jpg,Authentic
Tp_D_NNN_M_N_arc00065_nat00097_11453.jpg,Spliced,
Tp_D_NNN_M_N_arc00065_nat10124_11454.jpg,Authentic
Tp_D_NNN_M_N_arc00069_nat00097_11207.jpg,Spliced,
Tp_D_NNN_M_N_arc00096_nat00059_11799.jpg,Spliced,"The lighting and edges around the house do not match the background sky, indicating that the image has likely been manipulated. The house appears to be placed onto a different background, suggesting splicing."
Tp_D_NNN_M_N_arc10115_arc10117_10763.jpg,Spliced,"The image shows clear signs of manipulation, particularly with the columns and the roof alignment, which do not match up naturally. This suggests that the image has been Spliced,."
Tp_D_NNN_M_N_arc10120_nat10156_12144.jpg,Authentic
Tp_D_NNN_M_N_art00049_cha00026_11789.jpg,Spliced,"The image shows clear signs of manipulation, such as lighting and shadow inconsistencies between the woman and the stone statues, indicating that the elements were combined from different sources."
Tp_D_NNN_M_N_art00049_cha00070_11790.jpg,Authentic,"There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and edges appear consistent and natural."
Tp_D_NNN_M_N_art00052_arc00024_11852.jpg,Spliced,
Tp_D_NNN_M_N_art00099_cha00050_11760.jpg,Spliced,
Tp_D_NNN_M_N_art10115_cha00070_11525.jpg,Spliced,"The image shows clear signs of manipulation, such as inconsistent lighting and shadows between the person and the background, indicating that the person was added to the background."
Tp_D_NNN_M_N_cha00007_cha00006_11161.jpg,Spliced,"The image shows clear signs of manipulation, particularly where the bowl and the pouring action are not naturally aligned, and the lighting and shadows do not match. This indicates that elements have been combined from different sources."
Tp_D_NNN_M_N_cha00067_cha00040_11670.jpg,Spliced,"The lighting, shadows, and proportions of the people in the image do not match naturally, indicating that the image has likely been manipulated or Spliced,."
Tp_D_NNN_M_N_cha10123_cha10127_12191.jpg,Spliced,"The image shows clear signs of manipulation, particularly along the horizon where the sky meets the land. The edges are unnaturally sharp and inconsistent, indicating that the sky has likely been replaced or altered. This is a common sign of a Spliced, image."
Tp_D_NNN_M_N_cha10166_nat10142_12271.jpg,Spliced,"The image shows clear signs of manipulation, particularly in the lighting and shadows, as well as the edges around the people and the background. The elements do not blend naturally, indicating that the image has been Spliced,."
Tp_D_NNN_M_N_cha10166_nat10156_12272.jpg,Spliced,"The image shows clear signs of manipulation, particularly in the unnatural blending of the people in the foreground with the background. The lighting and shadows on the people do not match the lighting on the building and landscape, and the edges around the figures appear inconsistent with the rest of the image. These are common indicators of a Spliced, or edited image."
Tp_D_NNN_M_N_cha10168_cha10140_12301.jpg,Spliced,
Tp_D_NNN_M_N_cha10180_cha00070_12294.jpg,Spliced,"The image appears to be manipulated. The lighting, focus, and edges around the woman in the foreground do not match the background, indicating that she was likely added to the scene from a different photo."
Tp_D_NNN_M_N_nat00009_cha00062_11395.jpg,Spliced,
Tp_D_NNN_M_N_nat00033_cha00062_11380.jpg,Spliced,"The image appears to be manipulated. The lighting, focus, and edges around the person in Roman armor do not match the background, indicating that the person was likely added to the scene using photo editing software."
Tp_D_NNN_M_N_nat00086_arc00076_11283.jpg,Spliced,
Tp_D_NNN_M_N_nat10116_cha00062_11376.jpg,Spliced,
Tp_D_NNN_M_N_nat10116_cha00063_11375.jpg,Spliced,
Tp_D_NNN_M_N_nat10156_ani00021_12020.jpg,Spliced,"The image shows clear signs of manipulation, particularly around the animal, where the edges do not blend naturally with the background. The lighting and shadows on the animal also do not match the rest of the scene, indicating that the image has been Spliced,."
Tp_D_NNN_M_N_pla10121_cha00027_11669.jpg,Spliced,"The lighting and shadows on the woman do not match the lighting in the forest background, indicating that the image has likely been manipulated."
Tp_D_NNN_M_N_pla10121_cha00028_11659.jpg,Spliced,"The lighting and sharpness of the person do not match the background, indicating that the image has likely been manipulated."
Tp_D_NNN_M_N_sec00021_arc10118_10778.jpg,Spliced,"The image shows clear signs of manipulation, particularly in the area of the ground in the foreground, where the texture and color do not blend naturally with the rest of the garden scene. This suggests that the image has been Spliced,."
Tp_D_NNN_M_N_sec00087_cha00062_11470.jpg,Spliced,"The image shows clear signs of manipulation, such as mismatched lighting and edges around the person, indicating that the person has been inserted into the background."
Tp_D_NNN_M_N_sec00089_cha00062_11491.jpg,Spliced,"The image shows clear signs of manipulation, such as mismatched lighting and edges around the person's head and body, indicating that elements from different photos have been combined."
Tp_D_NNN_M_O_sec00017_cha00085_10785.jpg,Spliced,"The pathway in the image has unnatural, jagged edges and an inconsistent texture compared to the rest of the garden, indicating that it has been digitally altered."
Tp_D_NNN_S_B_ani00055_ani00089_11137.jpg,Spliced,"The image shows a duckling and a salamander together, but the lighting, focus, and edges around the duckling suggest it has been digitally inserted into the scene."
Tp_D_NNN_S_B_arc00059_nat00059_11829.jpg,Authentic
Tp_D_NNN_S_B_nat00013_cha00015_20050.jpg,Spliced,
Tp_D_NNN_S_B_sec10001_arc00020_20006.jpg,Spliced,"The image has been manipulated. The statue in the foreground does not match the lighting, scale, or context of the rest of the scene, indicating it was added from a different source."
Tp_D_NNN_S_N_ani10113_ani10112_11625.jpg,Authentic
Tp_D_NNN_S_N_ani10113_ani10114_11631.jpg,Authentic
Tp_D_NNN_S_N_ani10114_ani10112_11627.jpg,Authentic
Tp_D_NNN_S_N_ani10166_ani00070_12444.jpg,Spliced,"The image shows clear signs of manipulation. The lighting, focus, and edges of the bald eagle do not match the rest of the scene, indicating it was added to the original photo."
Tp_D_NNN_S_N_ani10168_ani10196_12449.jpg,Authentic,"The image appears to be a natural scene with a rabbit in the grass and a bird on a branch. There are no visible signs of splicing or manipulation. The lighting, shadows, and focus are consistent throughout the image."
Tp_D_NNN_S_N_ani10174_ani10173_12454.jpg,Authentic,"The image shows a bird with its head submerged in water, likely while catching prey. The unusual appearance is due to the timing of the photograph, not digital manipulation. The body and wings are consistent with natural bird anatomy and motion."
Tp_D_NNN_S_N_ani10176_ani10175_12460.jpg,Spliced,
Tp_D_NNN_S_N_ani10177_ani10179_12488.jpg,Authentic,"There are no visible signs of splicing or manipulation in the image. The lighting, shadows, and focus appear consistent across both birds and the background."
Tp_D_NNN_S_N_ani10179_ani10175_12487.jpg,Spliced,"The image appears to be manipulated. The lighting, focus, and edges around the black-and-white bird on the left do not match the rest of the image, suggesting that it was added from a different source. The two birds also have noticeably different image qualities, further indicating splicing."
Tp_D_NNN_S_N_ani10181_ani10180_12427.jpg,Spliced,
Tp_D_NNN_S_N_ani10191_ani10200_12436.jpg,Spliced,"The image shows clear signs of manipulation, as the bird on the left appears to be unnaturally inserted into the scene. The lighting, color, and edges do not match the rest of the image, indicating it has been Spliced,."
Tp_D_NNN_S_N_ani10193_ani10195_12442.jpg,Authentic
Tp_D_NNN_S_N_ani10199_ani10200_12411.jpg,Spliced,
Tp_D_NNN_S_N_ani10200_ani10199_12409.jpg,Authentic,
Tp_D_NNN_S_N_ani10201_ani10200_12412.jpg,Spliced,"The image shows clear signs of manipulation, as the bird on the upper left appears to be unnaturally placed and does not blend seamlessly with the rest of the image. The lighting, focus, and edges suggest it has been Spliced, into the photo."
Tp_D_NNN_S_N_ani10218_ani10219_12386.jpg,Spliced,
Tp_D_NNN_S_N_arc00059_nat10122_11828.jpg,Spliced,
Tp_D_NNN_S_N_art10111_ani00100_11620.jpg,Spliced,
Tp_D_NNN_S_N_cha10134_pla00049_12203.jpg,Spliced,"The image shows a couple in a field of purple flowers, but there is a large, unusually bright red flower in the foreground that appears out of place and inconsistent with the rest of the scene. The lighting, focus, and color saturation of the red flower do not match the surrounding environment, indicating that it has likely been digitally inserted into the image."
Tp_D_NNN_S_N_cha10176_cha10172_12285.jpg,Authentic
Tp_D_NNN_S_N_cha10195_cha10188_12321.jpg,Authentic,"The image appears to be an unedited, authentic photograph showing a group of people standing near a motorcycle and a car that has gone off the road. There are no visible signs of splicing or manipulation. The lighting, shadows, and perspectives are consistent throughout the image."
Tp_D_NNN_S_N_nat00023_cha00030_11086.jpg,Spliced,
Tp_D_NNN_S_N_nat00035_cha00030_11085.jpg,Spliced,
Tp_D_NNN_S_N_nat00052_cha00042_11083.jpg,Authentic
Tp_D_NNN_S_N_nat00063_cha00042_11113.jpg,Spliced,"The person in the yellow jacket appears to be artificially inserted into the landscape. The lighting, shadows, and edges around the person do not match the rest of the scene, indicating manipulation."
Tp_D_NNN_S_N_sec00021_cha00020_20014.jpg,Spliced,
Tp_D_NRD_M_N_ani10004_ani10005_20101.jpg,Authentic
Tp_D_NRD_M_N_arc00004_nat00062_11177.jpg,Spliced,
Tp_D_NRD_S_B_arc00096_arc00045_11798.jpg,Spliced,"The image shows a clock that appears to be unnaturally placed on the wall of the building, indicating that the image has been manipulated."
Tp_D_NRD_S_N_arc00020_sec00045_11701.jpg,Spliced,"The image shows a clock with an unusual and inconsistent appearance compared to the rest of the architecture, indicating that it has been manipulated. The clock face does not match the style or perspective of the building, suggesting the image has been Spliced,."
Tp_D_NRD_S_N_cha00015_cha00015_11154.jpg,Spliced,"The image shows clear signs of manipulation, particularly on the face of the person on the right, where the head appears to be unnaturally blended with the body, indicating that it has been Spliced,."
Tp_D_NRD_S_N_cha10002_cha10001_20094.jpg,Authentic
Tp_D_NRD_S_N_cha10107_cha10106_11119.jpg,Spliced,
Tp_D_NRD_S_N_cha10107_ind10101_11187.jpg,Authentic
Tp_D_NRD_S_N_cha10146_cha10144_12232.jpg,Authentic
Tp_D_NRN_M_B_ani00019_nat00013_11867.jpg,Spliced,
Tp_D_NRN_M_B_ani10114_ani00100_11637.jpg,Spliced,"The image shows clear signs of manipulation, such as mismatched lighting, color, and edges around the rooster, indicating it has been added to the background."
